"ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"GO:0051310","metaphase chromosome alignment",102,0.669811192603046,2.46830096553585,1e-10,1.06677966101695e-08,8.52453166815344e-09,3577,"tags=38%, list=13%, signal=34%","4751/83540/9928/220134/151648/3833/221150/11004/1063/9212/983/10403/81610/10615/147841/55143/57405/11130/332/57082/7272/81620/891/81930/1062/56155/29127/1894/84722/3835/9184/55055/9735/79980/55920/348235/3619/90417/23212"
"GO:0007519","skeletal muscle tissue development",181,-0.679405542526247,-2.46462338862404,1e-10,1.06677966101695e-08,8.52453166815344e-09,2366,"tags=31%, list=8%, signal=29%","1134/64091/1310/56603/1827/8531/11149/341405/4208/23764/6840/92737/93986/1959/3131/10060/3164/1958/467/6943/6285/2047/858/93649/1756/1073/2353/4223/857/27063/64208/246329/4656/51676/196541/6261/56203/8736/4654/85366/844/9172/1144/4634/58529/150572/51778/10324/89/245806/29895/58/4618/131377/779/8048"
"GO:0090257","regulation of muscle system process",247,-0.6575127967859,-2.45636231585515,1e-10,1.06677966101695e-08,8.52453166815344e-09,1109,"tags=37%, list=4%, signal=36%","2982/5587/60675/54206/5152/5142/493/151/7168/143872/444/9464/84502/5578/1129/2660/1906/816/56704/782/1193/150/28954/2946/5465/786/4883/2308/9312/4660/59272/57644/5997/3736/2770/5350/9314/274/79041/3815/3479/6331/287/9472/283383/93649/1756/6869/1264/32/154/8013/406937/857/5468/148/7138/4656/57158/1908/6547/29119/845/3270/6329/4608/221476/53632/390594/4887/90523/477/85366/84676/4842/80763/844/4634/7135/859/487/7140/7125/89/6588/7134/10345/100507537/779/4625/4633"
"GO:0050879","multicellular organismal movement",70,-0.772348679786607,-2.45345745169763,1e-10,1.06677966101695e-08,8.52453166815344e-09,1628,"tags=47%, list=6%, signal=45%","4621/28954/1134/2946/23336/6769/342667/126306/283383/1756/246329/7138/4626/6547/6329/1146/4151/390594/844/1144/7273/7135/8557/859/7136/487/7140/7125/761/89/7134/100507537/4625"
"GO:0060538","skeletal muscle organ development",195,-0.670125846378617,-2.44748117965077,1e-10,1.06677966101695e-08,8.52453166815344e-09,2366,"tags=31%, list=8%, signal=28%","1134/64091/1310/56603/1827/8531/1271/11149/341405/4208/23764/6840/92737/93986/1959/11280/3131/10060/3164/1958/467/6943/6285/2047/858/93649/1756/1073/2353/4223/101929726/857/27063/64208/246329/4656/51676/196541/6261/56203/8736/4654/85366/844/9172/1144/4634/58529/150572/51778/10324/1674/89/245806/29895/58/4618/131377/779/8048"
"GO:0042692","muscle cell differentiation",419,-0.624393322787412,-2.44589720091842,1e-10,1.06677966101695e-08,8.52453166815344e-09,2573,"tags=27%, list=9%, signal=25%","5308/4855/9444/92304/407007/113622/4621/80206/64091/552/406911/5465/130827/56603/1827/2254/3908/6300/133/124857/115701/30846/11149/4856/348093/7373/405754/284358/4208/577/92737/10290/3084/150921/25802/5997/1910/650/274/5239/3815/3479/5629/84814/287/4629/91807/858/9472/93649/1756/1073/11096/825/57538/101929726/84033/2069/406937/407006/27063/64208/148/246329/7138/493829/4656/51676/137868/7111/4608/70/127294/221476/2318/29765/79933/6261/84700/284612/4624/56203/8736/4654/4842/338599/844/9172/4604/7273/58529/150572/6123/8557/51778/442721/11155/88/859/7140/4703/10324/84665/89/4606/58/4892/51725/4618/131377/779/118461/8048/4633"
"GO:0050881","musculoskeletal movement",68,-0.775306199057065,-2.44265815704858,1e-10,1.06677966101695e-08,8.52453166815344e-09,2431,"tags=49%, list=9%, signal=44%","4621/28954/1134/2946/23336/6769/342667/126306/283383/1756/246329/7138/4626/6547/6329/1146/4151/390594/844/1144/7273/7135/8557/859/7136/487/7140/7125/761/89/7134/100507537/4625"
"GO:0070252","actin-mediated cell contraction",120,-0.706015068276352,-2.43067725033371,1e-10,1.06677966101695e-08,8.52453166815344e-09,2664,"tags=38%, list=9%, signal=34%","6324/8913/9444/4621/9839/22998/3741/6335/54749/781/6332/11280/10060/6327/57644/2934/6326/6330/5350/274/6331/287/3753/6328/55800/857/4626/29119/845/6329/70/4624/477/85366/4842/7273/8557/859/487/7134/29895/100507537/118461/4625/4620"
"GO:1905818","regulation of chromosome separation",75,0.695115883680637,2.40735719238201,1e-10,1.06677966101695e-08,8.52453166815344e-09,4832,"tags=56%, list=17%, signal=47%","11065/83540/991/220134/699/5347/9787/221150/1063/9212/10403/147841/55143/57405/701/23397/225689/11130/332/57082/7272/9700/64151/891/9319/56155/83903/4085/10051/54892/9184/55055/9735/5885/3619/348654/26271/54908/9918/51529/51451/51434"
"GO:0030048","actin filament-based movement",143,-0.680678678601272,-2.40099439965821,1e-10,1.06677966101695e-08,8.52453166815344e-09,2664,"tags=33%, list=9%, signal=30%","6324/8913/9444/4621/9839/22998/3741/4648/6335/54749/781/6332/283446/11280/10060/6327/57644/2934/6326/6330/5350/274/6331/287/3753/6328/55800/857/4626/29119/845/6329/70/4624/477/85366/4842/7273/8557/859/487/7134/29895/100507537/118461/4625/4620"
"GO:0014706","striated muscle tissue development",414,-0.611760942023862,-2.39771898194398,1e-10,1.06677966101695e-08,8.52453166815344e-09,2455,"tags=25%, list=9%, signal=23%","407007/113622/80206/1134/64091/1310/5465/56603/1827/2254/115701/2253/8531/6445/11149/653/7373/4879/341405/4208/23764/6840/92737/93986/1959/3084/1901/3131/10060/3164/5997/1958/5350/650/467/5239/3479/5629/6331/6943/6285/7049/4629/91807/2047/858/9472/93649/1756/1073/2247/2353/4223/57538/857/27063/64208/148/246329/4656/8854/57158/51676/137868/70/221476/196541/5950/6261/84700/4624/56203/8736/4654/85366/844/9172/1144/4634/7273/58529/150572/7135/6123/8557/51778/88/859/4703/10324/89/7134/245806/29895/58/4892/4618/131377/779/118461/8048/4625/4633/129446"
"GO:0060047","heart contraction",256,-0.634128904641283,-2.37946237207487,1e-10,1.06677966101695e-08,8.52453166815344e-09,2725,"tags=31%, list=10%, signal=29%","56704/6324/8913/1193/7068/482/153/64091/552/2946/5608/133/3741/6445/11149/1839/6335/30820/2034/781/10659/6332/1813/11280/59272/6863/3768/10060/6327/57644/5997/2934/6326/1910/6330/5350/274/79041/6331/287/3753/348980/6328/1756/55800/491/857/148/57158/1908/6547/29119/845/137868/3270/6329/70/5348/30819/4624/27129/477/85366/4842/80763/4634/7273/7135/8557/859/7136/487/1674/7134/10345/100507537/118461/8048/4625/4633"
"GO:0060537","muscle tissue development",436,-0.601170660260118,-2.36454072576934,1e-10,1.06677966101695e-08,8.52453166815344e-09,2455,"tags=25%, list=9%, signal=23%","407007/113622/80206/1134/130497/64091/1310/5465/56603/1827/2254/4638/115701/2253/8531/6445/11149/653/7373/4879/341405/4208/23764/6840/92737/93986/1959/3084/1901/3131/10060/3164/5997/1958/5350/650/467/5239/3479/5629/6331/6943/6285/7049/4629/91807/2047/858/9472/93649/1756/1073/2247/2353/4223/57538/406937/857/27063/64208/148/246329/4656/8854/57158/51676/137868/70/221476/196541/5950/6261/84700/4624/56203/8736/4654/85366/844/9172/1144/4634/7273/58529/150572/7135/6123/8557/51778/88/859/4703/10324/89/7134/245806/29895/58/4892/4618/131377/779/118461/8048/4625/4633/129446"
"GO:0000819","sister chromatid segregation",231,0.578537573105782,2.35859522680589,1e-10,1.06677966101695e-08,8.52453166815344e-09,3577,"tags=32%, list=13%, signal=28%","4751/990/11065/126353/83540/7153/24137/4605/9928/991/22974/220134/29128/699/5347/9787/3833/221150/146909/11004/1063/9212/983/10403/10615/147841/55143/57405/116028/701/23397/225689/11130/332/57082/7272/9493/81620/9700/64151/891/56992/81930/1062/3832/9319/56155/83903/10460/29127/4085/2491/285643/64105/84722/3835/10051/9055/1104/54892/9184/86/55055/9735/6603/8193/5885/348235/7283/11200/3619/6597/90417/23212"
"GO:0003015","heart process",265,-0.626658005310888,-2.3567509319652,1e-10,1.06677966101695e-08,8.52453166815344e-09,2725,"tags=30%, list=10%, signal=28%","56704/6324/8913/1193/7068/482/153/64091/552/2946/5608/133/3741/6445/11149/1839/6335/30820/2034/781/10659/6332/1813/11280/59272/6863/3768/10060/6327/57644/5997/2934/6326/1910/6330/5350/274/79041/6331/287/3753/348980/6328/1756/55800/491/857/148/57158/1908/6547/29119/845/137868/3270/6329/70/5348/30819/4624/27129/477/85366/4842/80763/4634/7273/7135/8557/859/7136/487/1674/7134/10345/100507537/118461/8048/4625/4633"
"GO:0034502","protein localization to chromosome",122,0.630246753759976,2.35341490045838,1e-10,1.06677966101695e-08,8.52453166815344e-09,4404,"tags=37%, list=15%, signal=31%","5347/8370/9212/983/1058/51176/701/8360/8363/8365/8367/57082/7272/157570/8335/8294/8362/2146/83903/8970/554313/4796/3014/140690/2099/121504/3012/9184/142/8366/27085/55055/9735/9555/55920/5885/54069/8364/55656/83695/51548/3720/54908/51588/23613"
"GO:0000070","mitotic sister chromatid segregation",191,0.597936168992981,2.35274651188197,1e-10,1.06677966101695e-08,8.52453166815344e-09,4047,"tags=36%, list=14%, signal=31%","4751/11065/126353/83540/24137/4605/9928/991/22974/220134/29128/699/5347/9787/3833/221150/146909/11004/1063/9212/983/10403/10615/147841/55143/57405/701/23397/11130/332/57082/7272/9493/81620/9700/64151/891/56992/81930/1062/3832/9319/56155/83903/29127/4085/2491/285643/64105/84722/3835/10051/9055/1104/54892/9184/55055/9735/5885/348235/7283/11200/3619/90417/23212/348654/27243/23636/26271"
"GO:0051983","regulation of chromosome segregation",131,0.606243530824846,2.291782044992,1e-10,1.06677966101695e-08,8.52453166815344e-09,3512,"tags=36%, list=12%, signal=32%","990/11065/83540/84072/991/220134/699/5347/9787/221150/11004/1063/9212/983/10403/147841/55143/57405/116028/701/23397/225689/11130/332/57082/7272/9700/64151/891/1062/9319/56155/83903/10460/4085/10051/54892/9184/86/55055/9735/6603/8193/55920/5885/3619/6597"
"GO:0098813","nuclear chromosome segregation",319,0.54173570264239,2.28784034017513,1e-10,1.06677966101695e-08,8.52453166815344e-09,3577,"tags=31%, list=13%, signal=27%","4751/990/11065/126353/83540/7153/24137/4605/9928/84072/991/22974/220134/29128/699/259266/5347/9787/151648/3833/221150/146909/11004/1063/9212/983/10403/81610/6790/10615/147841/9232/55143/57405/116028/701/23397/9133/225689/11130/83990/332/57082/7272/9493/81620/9700/64151/891/9134/347688/56992/81930/1062/3832/9319/56155/83903/10460/29127/4085/1894/2491/898/285643/64105/84722/84944/644186/10388/3835/84057/10051/9055/10609/1104/54892/2177/9184/283129/86/147872/25879/55055/9735/6603/8193/79980/55920/5885/348235/7283/11200/9985/3619/6597/90417/23212"
"GO:0007059","chromosome segregation",429,0.52141749318472,2.25789056308881,1e-10,1.06677966101695e-08,8.52453166815344e-09,4273,"tags=32%, list=15%, signal=28%","4751/990/11065/126353/83540/7153/24137/4605/9928/84072/55355/991/22974/220134/29128/699/259266/5347/9787/151648/3833/221150/146909/11004/1063/9212/983/10403/81610/6790/10615/147841/9232/55143/57405/116028/4288/701/23397/9133/225689/11130/83990/332/57082/7272/9493/81620/9700/64151/891/9134/157313/157570/347688/56992/79682/81930/1062/3832/9319/79019/56155/83903/81624/642636/10460/11339/6491/29127/4085/1894/2491/898/285643/23255/64105/84722/84944/644186/10388/387103/3835/151246/84057/10051/9055/10609/29901/401541/1104/54892/2177/91687/9184/201254/283129/55839/55732/86/147872/25879/55055/9735/79172/6603/8193/79980/55920/5885/348235/64946/54820/672/54069/7283/11200/29899/9985/378708/3619/6597/90417/23212/6732/203068/348654/10636/93323/27243/23636/26271/79903/10919/54908/51547/9918"
"GO:0000075","cell cycle checkpoint signaling",186,0.570146594885617,2.23052946473439,1e-10,1.06677966101695e-08,8.52453166815344e-09,3561,"tags=32%, list=13%, signal=28%","990/83540/84072/991/220134/699/5347/51514/221150/1063/9212/983/10403/147841/55143/57405/701/11130/8318/63967/83990/332/57082/146956/7272/81620/891/5888/1869/4582/9319/56155/83903/4998/90381/4085/3014/641/1763/197342/1111/8914/675/25896/135458/2177/79968/9184/29980/83666/580/57662/55055/9735/595/8870/672/11200/3619/151636"
"GO:0006261","DNA-templated DNA replication",166,0.567400777401671,2.20001755029006,1e-10,1.06677966101695e-08,8.52453166815344e-09,6398,"tags=50%, list=22%, signal=39%","990/345643/9156/983/144455/8318/146956/7083/81620/55388/9134/9837/5888/23594/10721/4998/90381/4796/898/5427/641/1763/197342/2237/4171/8914/84296/4173/5111/11169/675/8317/201254/29980/5984/580/142/79733/10926/10293/222229/57662/4175/23649/672/4172/378708/5982/57804/5558/348654/3978/22891/26271/3980/79915/1017/5426/4176/9093/5424/5985/55159/8655/11177/57418/5557/5423/11284/54107/10269/5425/6742/63901/84515/6240/56897/253714/1602/51343/8099/5983/9400"
"GO:0007051","spindle organization",207,0.541986850837696,2.18425678917929,1e-10,1.06677966101695e-08,8.52453166815344e-09,4047,"tags=31%, list=14%, signal=27%","4751/126353/83540/24137/4605/991/22974/220134/29128/259266/5347/9787/3833/221150/9212/10403/6790/10615/55143/57405/9133/225689/332/7272/9493/9700/891/347688/56992/1062/3832/79000/25886/10460/6491/29127/3925/285643/84722/83541/9055/7430/29901/1104/8480/1213/147872/25879/79187/5524/348235/64946/7283/11200/29899/55521/3619/90417/203068/10636/93323/27243/23636/26271"
"GO:0008016","regulation of heart contraction",216,-0.583574610707713,-2.15785379427231,1e-10,1.06677966101695e-08,8.52453166815344e-09,2904,"tags=33%, list=10%, signal=30%","5142/493/7168/444/84502/199800/1129/6640/3764/1906/56704/6324/8913/1193/7068/482/153/64091/552/2946/133/3741/11149/1839/30820/2034/781/10659/1813/59272/6863/3768/10060/6327/57644/5997/1910/6330/5350/274/79041/6331/287/3753/348980/1756/55800/491/857/148/57158/1908/6547/29119/845/3270/5348/30819/4624/27129/477/4842/80763/4634/859/487/1674/10345/100507537/8048/4625/4633"
"GO:0000724","double-strand break repair via homologous recombination",195,0.542707280499321,2.14709977058773,1e-10,1.06677966101695e-08,8.52453166815344e-09,7407,"tags=47%, list=26%, signal=35%","29128/5347/116028/8318/9401/5888/10721/51659/10635/8438/79000/25788/642636/4796/3014/641/2237/4171/1111/7516/3070/8914/84296/4173/55010/5531/675/80010/135458/8317/142/86/147872/9643/55257/4175/5889/5885/672/4172/8607/9985/2187/1108/348654/84464/10856/22891/6944/2521/56893/51548/3980/64110/51588/23613/6119/79035/4176/56154/7979/55159/115004/10213/548593/126074/7334/375757/79728/84717/64769/84515/10459/9907/8089/286053/197370/253714/84250/60/9400/63979/4174/196528/11144/11073/10097/79677/5591/92797/3276/6421"
"GO:0032200","telomere organization",190,0.543690289267674,2.14707823483539,1e-10,1.06677966101695e-08,8.52453166815344e-09,6264,"tags=40%, list=22%, signal=31%","8357/4751/8356/8354/9156/8358/8370/9212/8352/8360/8363/225689/8365/8367/7015/9134/8355/9401/5888/8968/8294/8362/554313/898/641/1763/197342/2237/8353/80119/5570/4931/121504/5111/675/135458/29844/142/86/7203/3020/8366/5499/5889/6714/8364/8607/22948/84464/10856/5073/22891/51548/1017/908/6119/79035/10576/1736/548593/8361/3192/55226/3181/11284/3183/328/3320/10459/55651/286053/84444/3326/197370/84250/7515"
